URL,Price,Material,TotalArea,RoomsNumber,ApartmentFloorNumber,MaxFloorNumber,Latitude,Longitude,ApartmentAge
https://blagovist.ua/object/419723944,65995.49774887445,Кирпич,46,2,1,5,50.420203,30.540259,Хрущевский проект
https://blagovist.ua/object/33660386,110005.00250125064,Кирпич,109,3,22,23,50.4228715,30.4657276,спецпроект 2011-2015 гг.
https://blagovist.ua/object/385887064,284954.9774887444,Кирпич,95,3,15,24,50.5095325,30.4506509,спецпроект 2006-2010 гг.
https://blagovist.ua/object/33660385,114994.99749874938,Кирпич,131.3,3,15,26,50.4703648,30.47331,спецпроект 2016-2020 гг.
https://blagovist.ua/object/117481984,186993.4967483742,Кирпич,116,3,7,16,50.5131264,30.4941549,спецпроект 2000-2005 гг.
https://blagovist.ua/object/33658051,133979.48974487244,Кирпич,80,3,3,4,50.441241,30.5222867,Доревол.
https://blagovist.ua/object/419919576,130002.50125062533,Керамзито-бетон,111,4,1,22,50.436266,30.4434624,серия КТУ
https://blagovist.ua/object/33658059,229989.99499749875,Кирпич,84,3,2,5,50.4441269,30.5367603,Сталинка
https://blagovist.ua/object/285236424,102988.99449724863,Кирпич,85.7,2,8,25,50.4380267,30.4505472,спецпроект 2006-2010 гг.
https://blagovist.ua/object/117478357,81978.48924462232,Кирпич,45,1,17,22,50.433714,30.4821921,спецпроект 2011-2015 гг.
https://blagovist.ua/object/117478356,144972.48624312156,Кирпич,95,4,17,22,50.433714,30.4821921,спецпроект 2011-2015 гг.
https://blagovist.ua/object/420237934,489994.9974987494,Кирпич,270,6,14,16,50.426018,30.511845,спецпроект 2000-2005 гг.
https://blagovist.ua/object/251683075,79989.99499749875,Кирпич,100,4,6,10,50.4230185,30.6462273,спецпроект 1990-1999 гг.
